"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006473","GO:0006473","protein acetylation","59/1600","230/18903",5.15857337542452e-15,2.1622658820687e-13,1.7887313252246e-13,"HDAC2/TADA2A/EP300/DR1/SIRT1/BRD8/SF3B1/DDX3X/OGT/EP400/GTF2B/NAA15/SRCAP/MCM3AP/TAOK1/YEATS4/ATG5/SIN3A/TAF5L/GTF3C4/CTCF/TRRAP/MYBBP1A/RUVBL2/PRKAA1/TAF1/ZZZ3/MAP3K7/GLYR1/KANSL3/HAT1/SF3B5/TAF5/PAXIP1/MED24/TAF2/DEK/BRCA1/SET/TAF9/NOC2L/SF3B3/SMAD4/ACTL6A/BAZ1B/MBD3/RUVBL1/NAA38/POLE3/ZMPSTE24/HCFC1/MORF4L2/TAF12/CHEK1/SMARCB1/DDX21/NAT10/SMARCA5/BRD7",59
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","48/1600","163/18903",6.04987465710043e-15,2.51473123246808e-13,2.08030777682751e-13,"SMARCD1/PIK3CA/EP300/SIRT1/LRIF1/RIF1/HDAC1/TPR/YTHDC1/HNRNPU/OGT/ARID4B/EXOSC10/RRP8/RBM15/HDAC6/CTR9/CGGBP1/SIN3A/PPHLN1/LMNA/ARID1A/KDM1A/CTCF/PPM1D/SETDB1/PRMT7/CDK2/DNMT3A/DOT1L/SMYD5/KANSL3/EZH2/HAT1/TRIM28/BRCA1/HMGB1/CBX3/SUZ12/SUV39H1/MTA1/TDG/MBD3/POLE3/DNMT1/LMNB2/CHEK1/SMARCA5",48
"GO:0006475","GO:0006475","internal protein amino acid acetylation","52/1600","188/18903",7.85670111255427e-15,3.22249851088268e-13,2.66580723476557e-13,"TADA2A/EP300/DR1/SIRT1/BRD8/SF3B1/OGT/EP400/GTF2B/SRCAP/MCM3AP/YEATS4/ATG5/SIN3A/TAF5L/GTF3C4/CTCF/TRRAP/MYBBP1A/RUVBL2/TAF1/ZZZ3/MAP3K7/GLYR1/KANSL3/HAT1/SF3B5/TAF5/PAXIP1/MED24/TAF2/DEK/BRCA1/SET/TAF9/NOC2L/SF3B3/SMAD4/ACTL6A/BAZ1B/MBD3/RUVBL1/POLE3/ZMPSTE24/HCFC1/MORF4L2/TAF12/CHEK1/SMARCB1/DDX21/SMARCA5/BRD7",52
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","67/1600","285/18903",7.88181271707472e-15,3.22249851088268e-13,2.66580723476557e-13,"IGF2BP3/LSM14A/YBX1/POLR2D/CAPRIN1/PABPC1/PAN2/TPR/CSDE1/FXR1/DDX3X/HNRNPU/TIA1/IGF2BP2/GIGYF2/CNOT4/ILF3/DHX9/DIS3/EXOSC2/IREB2/RNF139/PARN/METTL16/PNPT1/EXOSC3/EIF2AK4/EXOSC9/PDE12/DDX6/FTO/CNOT1/CNOT7/PRKAA1/YTHDF1/RBM4/HNRNPD/DCP1A/AGO3/TYMS/UPF1/CNOT3/LARP1/KHSRP/SHMT2/YTHDF2/EIF4ENIF1/EXOSC8/EIF3E/NCL/EIF4G1/EIF6/TARDBP/SRP9/EIF4E/PURA/YTHDF3/PUS7/MRPL13/SYNCRIP/EXOSC7/MLH1/FMR1/EIF2AK2/ROCK2/EXOSC5/EIF2S1",67
"GO:0000470","GO:0000470","maturation of LSU-rRNA","19/1600","28/18903",1.25056654030099e-14,5.07140317318808e-13,4.19531094392801e-13,"URB1/DDX18/ZNHIT6/RPL7/RPF1/RPF2/NOL9/RSL1D1/NHP2/MAK16/FTSJ3/PES1/NSA2/WDR12/GTPBP4/EIF6/NOP2/RPL35/LAS1L",19
"GO:2000113","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","66/1600","283/18903",1.88937492276005e-14,7.60016299574769e-13,6.28722385162938e-13,"IGF2BP3/LSM14A/YBX1/POLR2D/CAPRIN1/PABPC1/PAN2/TPR/CSDE1/FXR1/DDX3X/HNRNPU/TIA1/IGF2BP2/GIGYF2/CNOT4/ILF3/DHX9/DIS3/EXOSC2/IREB2/RNF139/PARN/METTL16/PNPT1/EXOSC3/EIF2AK4/EXOSC9/PDE12/DDX6/FTO/CNOT1/CNOT7/YTHDF1/RBM4/HNRNPD/DCP1A/AGO3/TYMS/UPF1/CNOT3/LARP1/KHSRP/SHMT2/YTHDF2/EIF4ENIF1/EXOSC8/EIF3E/NCL/EIF4G1/EIF6/TARDBP/SRP9/EIF4E/PURA/YTHDF3/PUS7/MRPL13/SYNCRIP/EXOSC7/MLH1/FMR1/EIF2AK2/ROCK2/EXOSC5/EIF2S1",66
"GO:2000142","GO:2000142","regulation of DNA-templated transcription initiation","31/1600","76/18903",1.91440979264681e-14,7.63926083657782e-13,6.31956748393725e-13,"MED17/MED21/MED6/TBP/MED23/BCLAF1/GTF2A1/RRN3/MED12/MED7/MED14/MED10/ESR1/TAF1/PPM1D/TP53/TAF5/PAXIP1/MED24/TAF2/PSMC6/HMGB1/MED16/ERCC1/TAF9/MED13/MED1/CAND1/TAF12/CDK4/MED20",31
"GO:0060260","GO:0060260","regulation of transcription initiation by RNA polymerase II","29/1600","67/18903",2.05362450551694e-14,8.12974526469723e-13,6.72532001806718e-13,"MED17/MED21/MED6/TBP/MED23/GTF2A1/MED12/MED7/MED14/MED10/ESR1/TAF1/PPM1D/TP53/TAF5/PAXIP1/MED24/TAF2/PSMC6/HMGB1/MED16/ERCC1/TAF9/MED13/MED1/CAND1/TAF12/CDK4/MED20",29
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","51/1600","186/18903",2.08943528762458e-14,8.20638048399323e-13,6.78871639244787e-13,"ATM/THOC1/PSMG2/PCID2/MAD1L1/IK/TPR/RAD17/BRCC3/GIGYF2/MDM2/ATR/SETMAR/TAOK1/RINT1/CCAR2/CDC5L/INTS3/EIF2AK4/ZNF830/CCNB1/CDK1/CDK2/DOT1L/TP53/TOPBP1/BRCA1/TIPIN/ZW10/NAE1/PRKDC/NBN/RAD50/TTI1/BUB3/RAD1/TRIP13/MDC1/RPL26/PLK1/RPS27L/INTS7/PTPN11/ZWILCH/MSH2/CHEK1/DYNC1LI1/PRPF19/PPP1R10/TIPRL/NSUN2",51
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","22/1600","39/18903",2.77018942452851e-14,1.07950819137095e-12,8.93021590801955e-13,"WDR46/ABT1/RPS21/NOL10/DCAF13/FCF1/MRPS11/KRI1/PWP2/NGDN/UTP20/TBL3/WDR43/TSR1/UTP6/RRP36/UTP3/TSR2/NOP14/BYSL/RPP40/BMS1",22
"GO:0050779","GO:0050779","RNA destabilization","37/1600","107/18903",2.95163423181957e-14,1.1412985696369e-12,9.44137591899854e-13,"YBX1/POLR2D/PABPC1/PAN2/CSDE1/HNRNPU/GIGYF2/CNOT4/DHX9/DIS3/EXOSC2/PARN/METTL16/PNPT1/EXOSC3/EXOSC9/PDE12/FTO/CNOT1/CNOT7/YTHDF1/HNRNPD/DCP1A/UPF1/CNOT3/KHSRP/YTHDF2/EIF4ENIF1/EXOSC8/TARDBP/YTHDF3/SYNCRIP/EXOSC7/MLH1/ROCK2/EXOSC5/ZC3H18",37
"GO:0006367","GO:0006367","transcription initiation at RNA polymerase II promoter","36/1600","102/18903",3.18491728043668e-14,1.22202826113986e-12,1.01092111249488e-12,"MED17/MED21/DR1/POLR2I/MED6/TBP/POLR2D/MED23/GTF2B/GTF2A1/MED12/MED7/MED14/MED10/ESR1/TAF1/PPM1D/TP53/TAF5/PAXIP1/MED24/TAF2/PSMC6/HMGB1/MED16/ERCC1/TAF9/MED13/CDK7/GTF2E2/MED1/CAND1/TAF12/CDK4/MED20/GTF2E1",36
"GO:0070897","GO:0070897","transcription preinitiation complex assembly","31/1600","78/18903",4.49766203580281e-14,1.70118292028808e-12,1.40730111162142e-12,"MED17/MED21/DR1/MED6/TBP/MED23/GTF2B/GTF2A1/RRN3/MED7/MED14/MED10/ESR1/UBTF/TAF1/TP53/TAF5/POLR1E/MED24/TAF2/PSMC6/HMGB1/MED16/TAF9/MED1/CAND1/TAF12/SMARCA4/SMARCB1/MED20/BDP1",31
"GO:0061157","GO:0061157","mRNA destabilization","36/1600","103/18903",4.50192753564609e-14,1.70118292028808e-12,1.40730111162142e-12,"YBX1/POLR2D/PABPC1/PAN2/CSDE1/HNRNPU/GIGYF2/CNOT4/DHX9/DIS3/EXOSC2/PARN/METTL16/PNPT1/EXOSC3/EXOSC9/PDE12/FTO/CNOT1/CNOT7/YTHDF1/HNRNPD/DCP1A/UPF1/CNOT3/KHSRP/YTHDF2/EIF4ENIF1/EXOSC8/TARDBP/YTHDF3/SYNCRIP/EXOSC7/MLH1/ROCK2/EXOSC5",36
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","15/1600","18/18903",4.92754847545704e-14,1.84801592447968e-12,1.52876850208085e-12,"CCT2/EXOSC10/PARN/SHQ1/RUVBL2/NHP2/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/RUVBL1/CCT6A/CCT3",15
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","88/1600","450/18903",6.32818058770946e-14,2.35559438593245e-12,1.94866205057511e-12,"NEDD4/MKRN2/SMURF2/FBXO22/SIRT1/ERCC8/PSMD4/FAF1/PSMD6/TRIP12/PSMA6/CUL1/CUL3/CUL2/PSMC1/OGT/KEAP1/CDC16/PSMB6/MDM2/LTN1/DNAJC10/TOPORS/CCAR2/SMURF1/PSMD13/HUWE1/TBL1XR1/RNF121/DDB1/USP7/RNF4/ANAPC5/PSMB5/ITCH/ANAPC2/TAF1/FAF2/PSMD3/ANAPC1/PSMD11/CDK2/AURKA/CTNNB1/CANX/NPLOC4/STT3B/VCP/PSMC5/PSMD2/SUMO2/RPL11/PSMC6/SMARCC1/PSMC3/USP14/CCDC47/PSMA3/XPO1/SUMO1/TAF9/PSMC2/PSMC4/MTA1/CD2AP/CDC27/CUL5/PSMB4/HERC2/PSMB2/HSPA5/PSMD1/HSP90B1/PLK1/CSNK1A1/PSMD12/USP9X/UFL1/HSP90AB1/UCHL5/PSMB1/ERLIN2/PSMD14/ASCC3/CDC23/PSMA5/PSMA1/PSMA4",88
"GO:0051170","GO:0051170","import into nucleus","47/1600","169/18903",1.23389809656708e-13,4.55902496716784e-12,3.77144681367871e-12,"RBM22/IPO8/NUP155/NUP188/KPNA2/NUP88/IPO5/TPR/UBR5/RANBP2/CSE1L/POM121/STK3/NF1/LMNA/NUP214/SQSTM1/PRKAG1/CDK1/NUP153/NUP107/TP53/PHB2/TRIM28/HNRNPA1/RPL23/EIF4ENIF1/KPNB1/NOLC1/IPO7/TARDBP/SUMO1/NUP93/TNPO3/RANBP6/NUP54/TNPO1/MED1/SEC13/ECT2/ELAVL1/KPNA1/SNUPN/HSP90AB1/RAN/NUP133/PPP1R10",47
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","31/1600","81/18903",1.52276132945651e-13,5.58495111127139e-12,4.62014273333555e-12,"ATM/CCT2/HNRNPU/PARP1/EXOSC10/ATR/MAP2K7/PARN/NHP2/ERCC4/GAR1/CTNNB1/DKC1/CCT7/HNRNPA1/TCP1/CCT8/RAD50/CCT4/PTGES3/CCT5/HNRNPA2B1/HNRNPC/TERF2/HSP90AB1/CCT6A/NAT10/RPA1/CCT3/XRCC5/RFC1",31
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","36/1600","107/18903",1.70907983574066e-13,6.22254760633167e-12,5.14759351218085e-12,"YBX1/POLR2D/PABPC1/PAN2/CSDE1/HNRNPU/GIGYF2/CNOT4/DHX9/DIS3/EXOSC2/PARN/METTL16/PNPT1/EXOSC3/EXOSC9/PDE12/FTO/CNOT1/CNOT7/YTHDF1/HNRNPD/DCP1A/UPF1/CNOT3/KHSRP/YTHDF2/EIF4ENIF1/EXOSC8/TARDBP/YTHDF3/SYNCRIP/EXOSC7/MLH1/ROCK2/EXOSC5",36
"GO:0090670","GO:0090670","RNA localization to Cajal body","15/1600","19/18903",2.15660865834573e-13,7.62919431760888e-12,6.3112399706721e-12,"CCT2/EXOSC10/PARN/SHQ1/RUVBL2/NHP2/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/RUVBL1/CCT6A/CCT3",15
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","15/1600","19/18903",2.15660865834573e-13,7.62919431760888e-12,6.3112399706721e-12,"CCT2/EXOSC10/PARN/SHQ1/RUVBL2/NHP2/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/RUVBL1/CCT6A/CCT3",15
"GO:0090672","GO:0090672","telomerase RNA localization","15/1600","19/18903",2.15660865834573e-13,7.62919431760888e-12,6.3112399706721e-12,"CCT2/EXOSC10/PARN/SHQ1/RUVBL2/NHP2/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/RUVBL1/CCT6A/CCT3",15
"GO:0090685","GO:0090685","RNA localization to nucleus","15/1600","19/18903",2.15660865834573e-13,7.62919431760888e-12,6.3112399706721e-12,"CCT2/EXOSC10/PARN/SHQ1/RUVBL2/NHP2/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/RUVBL1/CCT6A/CCT3",15
"GO:0034968","GO:0034968","histone lysine methylation","40/1600","130/18903",2.22927420651935e-13,7.83071812825249e-12,6.47795025170932e-12,"NCOA6/ASH2L/SIRT1/WDR82/SETD6/RIF1/NSD1/EHMT1/OGT/ATRX/ARID4B/ASH1L/N6AMT1/SUV39H2/SETMAR/SETD1A/SETD2/CTR9/LMNA/KDM1A/SNW1/NELFE/MEN1/HCFC2/SETDB1/DNMT3B/DOT1L/SMYD5/KANSL3/CTNNB1/EZH2/PAXIP1/TRMT112/BRCA1/SUV39H1/SMAD4/DNMT1/HCFC1/SMARCB1/NELFA",40
"GO:0006457","GO:0006457","protein folding","55/1600","223/18903",2.52222698659255e-13,8.79780993645008e-12,7.27797555203738e-12,"POFUT2/CCT2/DNAJA1/MOGS/RANBP2/NKTR/LMAN1/PPIG/DNAJC10/DFFA/RUVBL2/HSPA4L/HSPB1/ARL2/ST13/CANX/KHSRP/PFDN2/CCT7/CSNK2A1/DNAJA3/AHSA1/HSPA14/HYOU1/PPIE/DNAJC7/PPID/TCP1/CCT8/HSPD1/CCT4/PTGES3/CCT5/CCDC47/DNAJC2/HSPA9/NUDC/FKBP4/PDCD5/DNAJA2/TRAP1/BAG2/STIP1/HSPA5/PDIA3/PDIA6/HSP90B1/PPIH/GRPEL1/SACS/HSP90AB1/HSPA4/CCT6A/CCT3/HSPE1",55
"GO:0034063","GO:0034063","stress granule assembly","18/1600","28/18903",2.61636434331955e-13,9.06279537810968e-12,7.49718437559404e-12,"LSM14A/CSDE1/UBAP2L/PUM2/DDX3X/PRRC2C/TIA1/ATXN2L/DYNC1H1/DDX6/PRKAA1/YTHDF1/G3BP2/YTHDF2/RPS23/YTHDF3/G3BP1/EIF2S1",18
"GO:0060261","GO:0060261","positive regulation of transcription initiation by RNA polymerase II","26/1600","59/18903",2.72762549176562e-13,9.38303169167373e-12,7.76209940306441e-12,"MED17/MED21/MED6/TBP/MED23/GTF2A1/MED12/MED7/MED14/MED10/ESR1/TAF1/TP53/TAF5/PAXIP1/MED24/TAF2/PSMC6/MED16/ERCC1/TAF9/MED13/MED1/CAND1/TAF12/MED20",26
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","24/1600","51/18903",3.76643809251615e-13,1.28678035653908e-11,1.0644871898099e-11,"PRPF31/GEMIN4/COIL/SRSF10/SART3/GEMIN5/SNRPD3/PRMT7/PRPF8/LSM2/LSM4/CLNS1A/SNRPD1/STRAP/GEMIN6/WDR77/SNRPB/SNRPC/SMN2/SNRPE/PRMT5/PRPF19/SNRPF/SNRPD2",24
"GO:0007004","GO:0007004","telomere maintenance via telomerase","28/1600","69/18903",4.09212010487455e-13,1.38853708048396e-11,1.14866529259636e-11,"ATM/CCT2/HNRNPU/EXOSC10/ATR/MAP2K7/PARN/NHP2/GAR1/CTNNB1/DKC1/CCT7/HNRNPA1/TCP1/CCT8/RAD50/CCT4/PTGES3/CCT5/HNRNPC/TERF2/HSP90AB1/CCT6A/NAT10/RPA1/CCT3/XRCC5/RFC1",28
"GO:0006289","GO:0006289","nucleotide-excision repair","31/1600","84/18903",4.81753313587761e-13,1.62363887038902e-11,1.34315290843814e-11,"SMARCD1/SIRT1/ERCC8/POLR2I/POLE/FAN1/GTF2H3/XPA/POLK/DDB1/ARID1A/USP7/DDB2/MMS19/PBRM1/ERCC4/XAB2/TP53/GTF2H1/POLD3/SMARCC1/ERCC1/ACTL6A/POLD1/RPA3/SMARCE1/SMARCC2/SMARCA4/SMARCB1/RPA1/BRD7",31
"GO:2000144","GO:2000144","positive regulation of DNA-templated transcription initiation","27/1600","65/18903",5.46225772928892e-13,1.82857325863712e-11,1.51268458486843e-11,"MED17/MED21/MED6/TBP/MED23/BCLAF1/GTF2A1/MED12/MED7/MED14/MED10/ESR1/TAF1/TP53/TAF5/PAXIP1/MED24/TAF2/PSMC6/MED16/ERCC1/TAF9/MED13/MED1/CAND1/TAF12/MED20",27
"GO:0045739","GO:0045739","positive regulation of DNA repair","39/1600","128/18903",6.29896347456635e-13,2.09461532074246e-11,1.73276749616141e-11,"SMARCD1/SIRT1/RIF1/BRD8/WDR48/UBE2N/EP400/PARP1/BRCC3/FUS/DHX9/SETMAR/YEATS4/ARID1A/NFRKB/TRRAP/RUVBL2/MMS19/XRCC1/PBRM1/MGMT/TRIM28/BRCA1/HMGB1/PRKDC/SMARCC1/EGFR/ACTL6A/POGZ/RUVBL1/SMARCE1/PCNA/SMARCC2/MORF4L2/UCHL5/SMARCA4/USP1/SMARCB1/BRD7",39
"GO:0002183","GO:0002183","cytoplasmic translational initiation","21/1600","40/18903",7.23757824761865e-13,2.39079737080277e-11,1.97778366892054e-11,"EIF5/EIF3A/EIF2S3/EIF4A1/DHX29/EIF3D/RBM4/MTOR/EIF3B/YTHDF2/EIF4B/EIF3L/EIF3M/DENR/EIF3E/EIF4G1/EIF2S2/EIF3I/NCBP1/NCBP2/EIF4A2",21
"GO:0006606","GO:0006606","protein import into nucleus","45/1600","165/18903",8.71222660281766e-13,2.85898594045095e-11,2.36509198636047e-11,"RBM22/IPO8/NUP155/NUP188/KPNA2/NUP88/IPO5/TPR/UBR5/RANBP2/CSE1L/POM121/STK3/NF1/LMNA/NUP214/SQSTM1/CDK1/NUP153/NUP107/TP53/PHB2/TRIM28/RPL23/EIF4ENIF1/KPNB1/NOLC1/IPO7/TARDBP/SUMO1/NUP93/TNPO3/RANBP6/NUP54/TNPO1/MED1/SEC13/ECT2/ELAVL1/KPNA1/SNUPN/HSP90AB1/RAN/NUP133/PPP1R10",45
"GO:0000966","GO:0000966","RNA 5'-end processing","16/1600","23/18903",8.93686291364495e-13,2.89471477722869e-11,2.39464861493615e-11,"ABT1/POP5/POP1/POP4/PNPT1/RPP30/RPP38/UTP20/POP7/SSB/TRMT10C/TBL3/HSD17B10/NOP14/THG1L/RPP40",16
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication","25/1600","57/18903",8.93717072360099e-13,2.89471477722869e-11,2.39464861493615e-11,"METTL4/WRNIP1/ATRX/CIZ1/SSBP1/LIG3/WIZ/ZNF830/RFC3/MCM7/CDK2/RFC5/MCM2/MCM4/MCM6/MCM3/SMARCAL1/MCM5/TIPIN/NBN/STOML2/ZMPSTE24/PCNA/RFC4/RFC2",25
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","13/1600","15/18903",9.76966395915233e-13,3.14394089214528e-11,2.60082055822595e-11,"CCT2/SHQ1/RUVBL2/NHP2/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/RUVBL1/CCT6A/CCT3",13
"GO:0043543","GO:0043543","protein acylation","61/1600","272/18903",1.15325122229602e-12,3.68744685693111e-11,3.05043508191659e-11,"HDAC2/NMT1/TADA2A/EP300/DR1/SIRT1/BRD8/SF3B1/DDX3X/OGT/EP400/GTF2B/NAA15/SRCAP/MCM3AP/TAOK1/YEATS4/ATG5/SIN3A/TAF5L/GTF3C4/CTCF/TRRAP/MYBBP1A/RUVBL2/PRKAA1/TAF1/ZZZ3/MAP3K7/GLYR1/KANSL3/HAT1/SF3B5/TAF5/PAXIP1/MED24/TAF2/DEK/BRCA1/DLD/SET/TAF9/NOC2L/SF3B3/SMAD4/ACTL6A/BAZ1B/MBD3/RUVBL1/NAA38/POLE3/ZMPSTE24/HCFC1/MORF4L2/TAF12/CHEK1/SMARCB1/DDX21/NAT10/SMARCA5/BRD7",61
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","46/1600","173/18903",1.31019269599883e-12,4.16257399212876e-11,3.44348331767711e-11,"PAK1IP1/ATM/EP300/SIRT1/RPS20/DDX5/RPS6KA6/ATRX/USP10/MDM2/ATR/RRP8/RRN3/TOPORS/RPF2/USP7/HNRNPK/KDM1A/SNW1/TRIM24/MYBBP1A/TAF1/PPM1D/MTOR/AURKA/TP53/PAXIP1/RPL23/RPL11/RPL5/RPS7/NPM1/NBN/COPS3/RPS15/TAF9/EIF5A/NOP2/RPL26/RPL37/RPS27L/ZMPSTE24/EEF1E1/MSH2/CHEK1/PRMT5",46
"GO:0031124","GO:0031124","mRNA 3'-end processing","25/1600","58/18903",1.44513629962096e-12,4.56224041930973e-11,3.77410679181491e-11,"WDR33/POLR2D/PABPC1/ZC3H14/YTHDC1/MTPAP/FIP1L1/CLP1/RPRD2/PNPT1/CSTF2/PCF11/TUT1/NUDT21/SYMPK/CPSF6/CPSF1/GRSF1/CDC73/CSTF3/CPSF4/NCBP1/CSTF1/PAPOLG/NCBP2",25
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","11/1600","11/18903",1.54804630763387e-12,4.82603436404858e-11,3.99232995126629e-11,"MEPCE/CCT2/LARP7/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/CCT6A/CCT3",11
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","11/1600","11/18903",1.54804630763387e-12,4.82603436404858e-11,3.99232995126629e-11,"MEPCE/CCT2/LARP7/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/CCT6A/CCT3",11
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","35/1600","109/18903",1.74923369511887e-12,5.41936501320056e-11,4.48316187307352e-11,"NEDD4/RBM22/IPO5/TPR/UBR5/DHX9/SETD2/THOC2/NF1/YWHAE/NUP214/KHDRBS1/RBM4/CDK1/NUP153/CPSF6/ANP32B/TRIM28/NOLC1/TARDBP/XPO1/SUMO1/PPP1CC/EMD/RANGAP1/NUP54/RIOK2/TXN/ECT2/PTPN11/HSP90AB1/RAN/XPO4/NCBP2/NSUN2",35
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","47/1600","181/18903",1.89794475089862e-12,5.84379531943353e-11,4.83427123035906e-11,"ATM/THOC1/SIRT1/RAD17/DDX5/RPS6KA6/ATRX/BRCC3/GIGYF2/USP10/MDM2/ATR/TAOK1/RINT1/CCAR2/CDC5L/EIF2AK4/KDM1A/PPM1D/ZNF830/CDK1/CDK2/DOT1L/TP53/PAXIP1/TOPBP1/BRCA1/TIPIN/PRKDC/NPM1/NBN/COPS3/TTI1/RAD1/MDC1/RPL26/PLK1/RPS27L/ZMPSTE24/EEF1E1/INTS7/PTPN11/MSH2/CHEK1/PRPF19/PPP1R10/TIPRL",47
"GO:0018022","GO:0018022","peptidyl-lysine methylation","41/1600","144/18903",1.93961664653096e-12,5.93546492815732e-11,4.91010478166056e-11,"NCOA6/ASH2L/METTL18/SIRT1/WDR82/SETD6/RIF1/NSD1/EHMT1/OGT/ATRX/ARID4B/ASH1L/N6AMT1/SUV39H2/SETMAR/SETD1A/SETD2/CTR9/LMNA/KDM1A/SNW1/NELFE/MEN1/HCFC2/SETDB1/DNMT3B/DOT1L/SMYD5/KANSL3/CTNNB1/EZH2/PAXIP1/TRMT112/BRCA1/SUV39H1/SMAD4/DNMT1/HCFC1/SMARCB1/NELFA",41
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","34/1600","105/18903",2.77068403409101e-12,8.42693412319874e-11,6.97116907165388e-11,"PAK1IP1/ATM/EP300/SIRT1/RPS20/DDX5/MDM2/ATR/RRN3/RPF2/USP7/HNRNPK/KDM1A/TRIM24/TAF1/MTOR/AURKA/TP53/RPL23/RPL11/RPL5/RPS7/NPM1/COPS3/RPS15/TAF9/EIF5A/NOP2/RPL26/RPL37/ZMPSTE24/EEF1E1/CHEK1/PRMT5",34
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","32/1600","95/18903",3.62987201070095e-12,1.09732130844705e-10,9.07757466152965e-11,"ATM/SMARCD1/PSMG2/PCID2/MAD1L1/CUL3/IK/TPR/CDC16/ARID1A/ANAPC5/ANAPC2/ANAPC1/PBRM1/CCNB1/ZW10/SMARCC1/BUB3/RAD21/ACTL6A/CDC27/TRIP13/RIOK2/SMARCE1/PLK1/SMARCC2/ZWILCH/DYNC1LI1/SMARCA4/SMARCB1/CDC23/BRD7",32
"GO:0051306","GO:0051306","mitotic sister chromatid separation","33/1600","101/18903",4.37247910645338e-12,1.3138509507825e-10,1.0868812997652e-10,"ATM/SMARCD1/PSMG2/PCID2/MAD1L1/CUL3/IK/TPR/CDC16/PPP2R1A/ARID1A/ANAPC5/ANAPC2/ANAPC1/PBRM1/CCNB1/ZW10/SMARCC1/BUB3/RAD21/ACTL6A/CDC27/TRIP13/RIOK2/SMARCE1/PLK1/SMARCC2/ZWILCH/DYNC1LI1/SMARCA4/SMARCB1/CDC23/BRD7",33
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","28/1600","75/18903",4.64769068425232e-12,1.38818449898506e-10,1.14837362006108e-10,"ATM/CCT2/HNRNPU/EXOSC10/ATR/MAP2K7/PARN/NHP2/GAR1/CTNNB1/DKC1/CCT7/HNRNPA1/TCP1/CCT8/RAD50/CCT4/PTGES3/CCT5/HNRNPC/TERF2/HSP90AB1/CCT6A/NAT10/RPA1/CCT3/XRCC5/RFC1",28
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","34/1600","107/18903",5.0558977107558e-12,1.50112010602678e-10,1.2417994377295e-10,"ATM/SMARCD1/PSMG2/PCID2/MAD1L1/CUL3/IK/TPR/HNRNPU/CDC16/ARID1A/ANAPC5/ANAPC2/ANAPC1/PBRM1/CCNB1/ZW10/SMARCC1/BUB3/RAD21/NUMA1/ACTL6A/CDC27/TRIP13/RIOK2/SMARCE1/PLK1/SMARCC2/ZWILCH/DYNC1LI1/SMARCA4/SMARCB1/CDC23/BRD7",34
"GO:0000725","GO:0000725","recombinational repair","45/1600","173/18903",5.2512366333436e-12,1.54989161698922e-10,1.28214559967032e-10,"ATM/NIPBL/XRCC6/RIF1/BRD8/WDR48/RECQL/UBE2N/EP400/PARP1/FAN1/PALB2/FUS/SMC6/SETD2/YEATS4/INTS3/KDM1A/LIG3/TRRAP/RUVBL2/MMS19/XRCC1/ERCC4/MCM7/MCM2/MCM4/MCM6/MCM3/BRCA1/MCM5/SFPQ/NBN/RAD21/WRN/ACTL6A/POGZ/RUVBL1/RPA3/FEN1/MORF4L2/CHEK1/PSMD14/RPA1/XRCC5",45
